RERA,BHK_NO,SQUARE_FT,RESALE,POSTED_BY_mean_encoding,state_mean_encoding,TARGET(PRICE_IN_LACS)
0.0,3.0,1262.963,1.0,124.25404,69.645454,34.1
1.0,2.0,829.3371,1.0,124.25404,66.56202,29.4
1.0,2.0,829.3371,1.0,124.25404,66.49872,29.4
1.0,3.0,1602.3008,1.0,124.25404,63.688946,58.5
0.0,1.0,610.04224,1.0,124.25404,122.38669,52.0
0.0,2.0,1280.0819,1.0,54.96309,122.38669,75.0
1.0,2.0,496.20822,0.0,124.25404,122.38669,53.0
0.0,4.0,1694.6542,1.0,54.96309,122.38669,110.0
0.0,1.0,579.93427,1.0,54.96309,66.49872,30.0
0.0,1.0,579.93427,1.0,54.96309,66.56202,30.0
1.0,1.0,692.0415,1.0,54.96309,123.53347,28.0
0.0,3.0,1655.1309,1.0,124.25404,103.99422,110.0
0.0,2.0,1000.0,1.0,54.96309,50.62677,29.0
0.0,2.0,1170.0625,1.0,54.96309,103.99422,58.0
0.0,2.0,647.2492,1.0,54.96309,123.53347,10.0
1.0,3.0,1450.0759,1.0,124.25404,122.38669,210.0
0.0,2.0,1050.019,1.0,54.96309,103.99422,55.0
0.0,2.0,895.22546,1.0,54.96309,122.38669,27.0
0.0,1.0,600.86304,1.0,124.25404,131.08112,110.0
0.0,2.0,900.09,1.0,54.96309,69.645454,40.0
1.0,2.0,930.02655,1.0,124.25404,122.38669,42.0
0.0,3.0,2500.0,1.0,124.25404,103.99422,300.0
0.0,3.0,1463.4147,1.0,124.25404,122.38669,120.0
0.0,2.0,894.02527,1.0,54.96309,66.56202,41.0
0.0,2.0,894.02527,1.0,54.96309,66.49872,41.0
0.0,2.0,1155.4622,1.0,124.25404,66.56202,110.0
0.0,2.0,1155.4622,1.0,124.25404,66.49872,110.0
1.0,2.0,819.0328,1.0,124.25404,123.53347,42.0
0.0,2.0,904.2102,1.0,54.96309,86.70588,32.0
0.0,2.0,1000.0,1.0,54.96309,103.99422,45.0
1.0,3.0,1610.1941,1.0,124.25404,63.688946,55.6
1.0,2.0,729.9962,1.0,124.25404,122.38669,77.0
0.0,2.0,1341.9066,1.0,124.25404,95.95461,48.0
0.0,1.0,662.25165,1.0,124.25404,122.38669,130.0
0.0,1.0,612.33417,1.0,54.96309,123.53347,42.0
0.0,2.0,720.0,1.0,54.96309,69.645454,27.0
0.0,1.0,630.0866,1.0,54.96309,81.30434,24.0
0.0,2.0,1189.8467,1.0,54.96309,122.38669,22.5
0.0,2.0,1189.8467,1.0,54.96309,58.909412,22.5
1.0,4.0,3764.7058,0.0,124.25404,66.56202,960.0
1.0,4.0,3764.7058,0.0,124.25404,66.49872,960.0
0.0,3.0,1700.102,1.0,124.25404,122.38669,150.0
0.0,2.0,1000.0,1.0,54.96309,53.003433,34.5
0.0,2.0,1199.0903,1.0,54.96309,103.99422,58.0
0.0,2.0,750.0,1.0,54.96309,39.7671,81.0
0.0,2.0,776.21674,1.0,124.25404,122.38669,100.0
0.0,2.0,1299.9291,1.0,124.25404,66.49872,55.0
0.0,2.0,1299.9291,1.0,124.25404,66.56202,55.0
1.0,3.0,1622.4058,1.0,124.25404,122.38669,72.7
0.0,1.0,607.064,1.0,54.96309,123.53347,33.0
0.0,3.0,1610.7776,1.0,124.25404,103.99422,220.0
0.0,3.0,2000.0,1.0,54.96309,44.66028,70.0
0.0,3.0,1168.076,1.0,124.25404,103.99422,44.2
0.0,4.0,2960.0396,1.0,124.25404,44.66028,180.0
0.0,2.0,1008.0645,1.0,54.96309,103.99422,50.0
0.0,3.0,3059.3945,1.0,124.25404,95.95461,290.0
0.0,2.0,609.9627,1.0,54.96309,123.53347,18.0
0.0,2.0,997.798,1.0,124.25404,103.99422,72.5
0.0,2.0,1200.1477,1.0,54.96309,103.99422,65.0
1.0,1.0,578.30865,0.0,124.25404,122.38669,30.5
0.0,2.0,1150.1808,1.0,54.96309,103.99422,70.0
0.0,2.0,658.76154,1.0,54.96309,123.53347,15.0
0.0,3.0,830.86053,1.0,54.96309,69.645454,28.0
1.0,2.0,1150.0261,1.0,124.25404,123.53347,110.0
1.0,4.0,1526.0159,1.0,124.25404,123.53347,830.0
1.0,2.0,1009.3697,1.0,124.25404,122.38669,71.1
0.0,3.0,1242.0092,1.0,124.25404,69.645454,68.0
0.0,1.0,450.01917,1.0,124.25404,122.38669,47.0
0.0,1.0,570.1254,1.0,54.96309,103.99422,25.0
0.0,3.0,2230.1516,1.0,124.25404,123.53347,300.0
0.0,2.0,979.75415,1.0,124.25404,122.38669,27.1
1.0,3.0,1650.165,1.0,124.25404,122.38669,90.0
0.0,3.0,1400.0,1.0,124.25404,44.66028,35.0
0.0,2.0,950.36957,1.0,124.25404,50.62677,18.0
0.0,1.0,710.01715,1.0,124.25404,123.53347,120.0
1.0,4.0,1799.9539,1.0,124.25404,123.53347,78.1
0.0,3.0,1660.1136,1.0,124.25404,122.38669,190.0
0.0,3.0,1549.1235,1.0,54.96309,39.7671,38.0
0.0,2.0,800.0,1.0,124.25404,69.645454,20.0
0.0,2.0,959.0793,1.0,54.96309,122.38669,30.0
0.0,2.0,1195.161,1.0,124.25404,103.99422,82.0
1.0,3.0,1445.2291,1.0,54.96309,103.99422,88.0
1.0,1.0,597.01495,1.0,54.96309,66.56202,30.0
1.0,1.0,597.01495,1.0,54.96309,66.49872,30.0
0.0,2.0,1184.8341,1.0,54.96309,44.66028,17.5
0.0,3.0,1400.159,1.0,54.96309,103.99422,88.0
1.0,3.0,1668.2047,1.0,124.25404,122.38669,470.0
0.0,3.0,1582.1501,1.0,54.96309,86.70588,78.0
0.0,2.0,900.0621,1.0,124.25404,123.53347,58.0
0.0,2.0,950.1188,1.0,124.25404,122.38669,52.0
1.0,3.0,811.6386,0.0,52.147346,50.62677,15.9
0.0,3.0,1400.1245,1.0,124.25404,103.99422,90.0
0.0,2.0,720.18005,1.0,124.25404,69.645454,19.2
0.0,2.0,1040.0908,1.0,124.25404,123.53347,55.0
0.0,2.0,750.0,1.0,124.25404,69.645454,34.5
0.0,3.0,1120.163,1.0,54.96309,50.62677,33.0
0.0,2.0,1150.0063,1.0,124.25404,69.645454,91.0
1.0,3.0,1043.1893,0.0,52.147346,122.38669,78.5
0.0,4.0,2380.0576,1.0,124.25404,103.99422,190.0
0.0,3.0,1200.0,1.0,54.96309,103.99422,60.0
0.0,3.0,1582.1501,1.0,54.96309,131.08112,78.0
1.0,2.0,930.0147,1.0,124.25404,131.08112,69.5
0.0,2.0,946.2656,1.0,124.25404,122.38669,140.0
1.0,2.0,849.85834,1.0,54.96309,123.53347,30.0
0.0,3.0,1450.4116,1.0,124.25404,81.30434,37.0
0.0,3.0,1830.4431,1.0,124.25404,44.66028,57.0
0.0,3.0,1475.1823,1.0,124.25404,69.645454,85.0
1.0,3.0,1300.0,0.0,124.25404,103.99422,39.0
0.0,3.0,1363.5397,1.0,124.25404,51.532967,64.1
1.0,2.0,1099.2908,1.0,54.96309,44.66028,15.5
0.0,1.0,410.00842,1.0,54.96309,131.08112,58.5
0.0,2.0,1100.0,1.0,54.96309,103.99422,66.0
1.0,2.0,866.0008,1.0,124.25404,122.38669,150.0
0.0,2.0,1343.2018,1.0,54.96309,103.99422,49.0
0.0,2.0,1064.5093,1.0,124.25404,123.53347,150.0
1.0,1.0,380.0,0.0,124.25404,122.38669,38.0
0.0,1.0,664.4035,1.0,124.25404,123.53347,54.8
0.0,2.0,1149.954,1.0,124.25404,122.38669,200.0
0.0,3.0,1500.2728,1.0,54.96309,103.99422,55.0
0.0,2.0,1341.4186,0.0,52.147346,39.7671,36.5
0.0,1.0,720.0339,1.0,54.96309,103.99422,34.0
1.0,2.0,1050.0477,1.0,124.25404,122.38669,77.0
1.0,2.0,1085.0184,1.0,124.25404,122.38669,49.9
1.0,3.0,1777.9839,1.0,124.25404,122.38669,230.0
0.0,2.0,1357.1151,1.0,54.96309,103.99422,35.0
0.0,2.0,1216.7952,0.0,54.96309,131.08112,42.6
0.0,2.0,973.3333,1.0,124.25404,69.645454,29.2
0.0,3.0,1657.2754,1.0,124.25404,103.99422,100.0
1.0,3.0,1478.1238,1.0,54.96309,123.53347,75.0
1.0,2.0,799.1733,1.0,124.25404,95.95461,23.2
0.0,2.0,1100.0256,1.0,124.25404,50.62677,43.0
0.0,2.0,1200.0,1.0,54.96309,66.56202,45.0
0.0,2.0,1200.0,1.0,54.96309,66.49872,45.0
0.0,3.0,1816.0356,1.0,124.25404,69.645454,200.0
0.0,2.0,1097.973,1.0,54.96309,131.08112,26.0
0.0,2.0,1022.4949,1.0,54.96309,103.99422,35.0
1.0,2.0,1350.0165,1.0,124.25404,123.53347,410.0
0.0,3.0,1802.8013,1.0,124.25404,81.30434,130.0
0.0,3.0,1728.2609,1.0,124.25404,69.645454,79.5
1.0,2.0,1315.0205,1.0,124.25404,63.688946,45.0
0.0,2.0,1190.0403,1.0,54.96309,86.70588,65.0
0.0,1.0,675.0355,1.0,124.25404,123.53347,57.0
0.0,1.0,300.0,1.0,54.96309,122.38669,18.0
0.0,2.0,1060.0707,1.0,54.96309,44.66028,24.0
0.0,2.0,1215.1687,1.0,54.96309,103.99422,58.0
1.0,2.0,975.60974,1.0,124.25404,122.38669,120.0
0.0,2.0,1075.0586,1.0,54.96309,122.38669,55.0
0.0,4.0,3750.1616,1.0,124.25404,103.99422,290.0
1.0,3.0,1680.2444,1.0,54.96309,103.99422,99.0
1.0,2.0,515.64453,0.0,124.25404,95.95461,20.6
0.0,2.0,1370.0715,1.0,54.96309,103.99422,90.0
1.0,3.0,1475.461,1.0,124.25404,58.577625,47.2
1.0,1.0,620.0515,1.0,124.25404,131.08112,65.0
0.0,1.0,374.53183,1.0,124.25404,131.08112,39.0
0.0,3.0,1609.0693,1.0,54.96309,103.99422,88.0
1.0,1.0,509.9778,1.0,54.96309,66.56202,23.0
1.0,1.0,509.9778,1.0,54.96309,66.49872,23.0
0.0,3.0,883.6524,1.0,124.25404,131.08112,270.0
1.0,2.0,929.55316,1.0,124.25404,123.53347,140.0
0.0,2.0,904.93604,1.0,124.25404,103.99422,49.5
0.0,1.0,385.0385,1.0,124.25404,122.38669,35.0
0.0,2.0,850.03033,1.0,54.96309,123.53347,28.0
1.0,2.0,1201.1458,1.0,124.25404,131.08112,130.0
0.0,2.0,1600.3123,1.0,54.96309,44.66028,61.5
0.0,2.0,1055.1306,1.0,54.96309,122.38669,40.0
1.0,1.0,625.0,1.0,124.25404,123.53347,25.5
0.0,1.0,403.125,1.0,54.96309,58.577625,12.9
0.0,1.0,403.125,1.0,54.96309,58.577625,12.9
0.0,2.0,1166.6666,1.0,54.96309,39.7671,17.5
1.0,2.0,1038.1782,1.0,124.25404,122.38669,31.0
0.0,2.0,800.2013,1.0,124.25404,67.07472,15.9
0.0,2.0,1170.0012,1.0,124.25404,103.99422,100.0
1.0,2.0,1000.0,1.0,54.96309,103.99422,48.0
1.0,2.0,910.104,1.0,124.25404,123.53347,49.0
0.0,2.0,1150.0863,1.0,124.25404,103.99422,60.0
0.0,2.0,1129.9435,1.0,124.25404,39.7671,26.0
1.0,1.0,300.3102,0.0,124.25404,131.08112,91.0
0.0,2.0,720.13556,1.0,54.96309,131.08112,25.5
1.0,2.0,1360.2941,1.0,54.96309,44.66028,37.0
0.0,2.0,1250.0,1.0,54.96309,103.99422,45.0
1.0,1.0,450.01218,1.0,124.25404,131.08112,74.0
1.0,2.0,829.04816,1.0,124.25404,122.38669,79.0
1.0,4.0,2544.0183,1.0,124.25404,131.08112,760.0
1.0,3.0,1620.0648,1.0,124.25404,122.38669,270.0
0.0,5.0,1280.1366,1.0,54.96309,69.645454,60.0
0.0,1.0,680.0518,1.0,124.25404,122.38669,42.0
0.0,3.0,1965.2462,1.0,54.96309,103.99422,95.0
0.0,3.0,1220.3627,1.0,54.96309,49.17085,35.0
0.0,1.0,500.0,1.0,54.96309,123.53347,22.0
1.0,2.0,1025.1976,1.0,54.96309,123.53347,41.5
0.0,1.0,699.67706,1.0,54.96309,122.38669,13.0
1.0,4.0,1995.0125,1.0,124.25404,122.38669,56.0
0.0,2.0,1269.9309,1.0,124.25404,103.99422,90.0
0.0,3.0,899.57477,1.0,124.25404,123.53347,220.0
0.0,4.0,1816.3805,1.0,54.96309,39.7671,55.0
0.0,4.0,4290.5757,1.0,124.25404,103.99422,290.0
0.0,2.0,800.0,1.0,54.96309,50.62677,25.0
0.0,2.0,800.0,1.0,54.96309,50.62677,25.0
0.0,2.0,1200.1298,1.0,54.96309,122.38669,74.0
0.0,2.0,973.3183,1.0,124.25404,122.38669,25.9
0.0,2.0,1139.5349,1.0,124.25404,103.99422,49.0
1.0,4.0,2724.0886,1.0,124.25404,95.95461,210.0
1.0,2.0,531.6635,1.0,54.96309,39.7671,22.5
0.0,2.0,9677.419,1.0,54.96309,122.38669,15.0
0.0,2.0,1065.0887,1.0,124.25404,122.38669,90.0
1.0,1.0,409.87915,0.0,52.147346,50.62677,7.8
1.0,3.0,1781.4727,1.0,124.25404,122.38669,120.0
0.0,1.0,300.04288,1.0,54.96309,44.66028,7.0
0.0,5.0,1500.079,1.0,54.96309,103.99422,190.0
0.0,3.0,1083.0325,1.0,124.25404,69.645454,60.0
0.0,2.0,1183.152,1.0,54.96309,123.53347,75.0
0.0,3.0,1150.0548,1.0,54.96309,131.08112,42.0
0.0,1.0,579.9203,1.0,54.96309,123.53347,32.0
0.0,3.0,1718.5604,1.0,54.96309,103.99422,170.0
1.0,2.0,850.88574,1.0,124.25404,123.53347,61.0
0.0,2.0,1070.2524,1.0,124.25404,122.38669,39.0
0.0,3.0,3428.5715,0.0,124.25404,95.95461,360.0
0.0,3.0,1500.484,1.0,54.96309,44.66028,31.0
0.0,2.0,1214.0834,1.0,124.25404,122.38669,120.0
0.0,1.0,650.0894,1.0,124.25404,123.53347,40.0
0.0,1.0,650.04364,1.0,124.25404,131.08112,67.0
0.0,2.0,1000.0,1.0,124.25404,69.645454,110.0
0.0,3.0,1675.1638,1.0,124.25404,122.38669,92.0
0.0,3.0,1520.9126,1.0,124.25404,69.645454,80.0
0.0,3.0,1770.9563,1.0,124.25404,131.08112,180.0
0.0,4.0,2600.1836,1.0,124.25404,67.07472,85.0
0.0,2.0,1156.0,1.0,54.96309,53.003433,28.9
0.0,2.0,1010.101,1.0,54.96309,103.99422,45.0
0.0,2.0,960.0809,1.0,54.96309,122.38669,57.0
0.0,2.0,1250.0,1.0,54.96309,103.99422,70.0
0.0,2.0,1183.0819,1.0,54.96309,131.08112,80.0
0.0,2.0,750.1172,1.0,54.96309,39.7671,32.0
0.0,2.0,957.0855,1.0,124.25404,69.645454,62.0
0.0,2.0,850.03033,1.0,124.25404,69.645454,56.0
0.0,2.0,1288.0562,1.0,124.25404,63.688946,33.0
0.0,2.0,790.06775,1.0,54.96309,66.56202,28.0
0.0,2.0,790.06775,1.0,54.96309,66.49872,28.0
0.0,2.0,967.0734,1.0,54.96309,69.645454,42.0
1.0,3.0,1386.5352,0.0,52.147346,123.53347,180.0
0.0,3.0,1733.3334,1.0,124.25404,123.53347,520.0
1.0,3.0,1695.0302,1.0,124.25404,123.53347,500.0
0.0,1.0,635.0083,1.0,54.96309,66.56202,34.5
0.0,1.0,635.0083,1.0,54.96309,66.49872,34.5
0.0,4.0,2993.3718,1.0,124.25404,44.66028,140.0
0.0,2.0,922.0926,1.0,54.96309,44.959038,24.5
0.0,2.0,922.0926,1.0,54.96309,123.53347,24.5
0.0,3.0,1480.0198,1.0,54.96309,122.38669,150.0
0.0,2.0,1039.069,1.0,124.25404,122.38669,150.0
1.0,3.0,2215.2483,1.0,124.25404,95.95461,120.0
0.0,1.0,545.07336,1.0,54.96309,103.99422,26.0
0.0,3.0,1454.1387,1.0,124.25404,123.53347,65.0
1.0,1.0,550.0223,1.0,124.25404,131.08112,37.0
0.0,2.0,1250.0,1.0,54.96309,122.38669,28.0
0.0,3.0,1181.1605,1.0,124.25404,123.53347,160.0
0.0,2.0,831.2552,1.0,124.25404,131.08112,150.0
1.0,1.0,700.0,1.0,124.25404,122.38669,35.0
1.0,1.0,456.64392,1.0,124.25404,123.53347,45.5
0.0,2.0,512.5628,1.0,54.96309,131.08112,10.2
1.0,1.0,714.2857,1.0,124.25404,122.38669,100.0
1.0,3.0,1728.0813,1.0,124.25404,131.08112,340.0
0.0,2.0,1170.0913,1.0,124.25404,123.53347,82.0
1.0,3.0,1567.2705,1.0,124.25404,66.56202,77.0
1.0,3.0,1567.2705,1.0,124.25404,66.49872,77.0
1.0,2.0,959.82935,1.0,124.25404,63.688946,27.0
0.0,4.0,3944.7732,1.0,124.25404,69.645454,180.0
0.0,2.0,778.00134,1.0,124.25404,69.645454,58.0
1.0,3.0,2228.5715,1.0,124.25404,122.38669,78.0
1.0,3.0,2228.5715,1.0,124.25404,122.38669,78.0
1.0,2.0,729.9962,1.0,124.25404,131.08112,77.0
1.0,2.0,812.3271,1.0,124.25404,131.08112,320.0
1.0,3.0,1708.9148,1.0,124.25404,103.99422,120.0
1.0,2.0,1035.0181,1.0,124.25404,122.38669,60.0
0.0,3.0,1900.1702,1.0,54.96309,81.30434,67.0
0.0,3.0,1499.1863,1.0,124.25404,69.645454,73.7
0.0,2.0,1125.029,1.0,124.25404,131.08112,97.0
1.0,2.0,963.2495,1.0,124.25404,122.38669,24.9
0.0,4.0,2330.1667,1.0,124.25404,103.99422,130.0
1.0,3.0,1776.8595,1.0,124.25404,63.688946,55.9
0.0,2.0,1070.2819,1.0,124.25404,122.38669,180.0
1.0,1.0,597.01495,1.0,124.25404,66.56202,32.0
1.0,1.0,597.01495,1.0,124.25404,66.49872,32.0
0.0,3.0,1400.1155,1.0,124.25404,69.645454,97.0
0.0,1.0,624.2906,1.0,124.25404,131.08112,44.0
0.0,1.0,300.0,1.0,54.96309,69.645454,12.0
0.0,3.0,2500.0,1.0,54.96309,103.99422,250.0
0.0,3.0,1971.8309,1.0,124.25404,103.99422,140.0
1.0,2.0,1350.0303,1.0,124.25404,122.38669,290.0
0.0,4.0,2400.0,1.0,54.96309,103.99422,120.0
0.0,2.0,1043.1552,1.0,124.25404,103.99422,36.5
